lsoa11,year,dla_pip_pct,est_qof_dep,antidep_rate,z_mh_rate,samhi_index,samhi_dec
E01022187,2017,0.537634409,7.856760943,29.04719473,-0.48236597,-0.485873547,3
E01022188,2017,1.76366843,7.356619485,33.72974215,1.173830828,0.571362047,8
E01022189,2017,1.233671988,7.404683236,33.72854506,-0.9036602,-0.690212911,2
E01022190,2017,1.293661061,7.266413334,34.11481502,-0.738854915,-0.599415348,2
E01022191,2017,0.884303611,8.132503967,31.91132814,-0.224054235,-0.234784196,4
E01022192,2017,2.327447833,7.931428578,32.43681014,0.115901376,-0.012664199,5
E01022193,2017,1.044634378,7.925747296,32.50469069,-0.013802686,-0.116387701,5
E01022194,2017,2.040816327,7.059352823,34.77090348,-0.041782306,-0.177437891,5
E01022195,2017,0.352319436,8.458618616,31.06113764,-0.539815836,-0.422231747,3
E01022196,2017,0.759345794,7.462083217,33.79407404,-0.810303806,-0.638151306,2
E01022197,2017,0.648298217,7.517760524,33.4799458,-0.991502228,-0.750061596,2
E01022198,2017,1.086113266,7.585740607,33.10615838,0.130627158,-0.057532244,5
E01022199,2017,2.008928571,7.112330053,34.05223776,-0.545278618,-0.488702521,3
E01022200,2017,2.815768302,7.267212743,33.74455915,2.423145235,1.332989874,10
E01022201,2017,0.44198895,7.65023344,30.17799704,-1.223366451,-0.941374581,1
E01022202,2017,0.46728972,9.05356847,34.31843682,-0.745775934,-0.419553228,3
E01022203,2017,0.68359375,9.05583562,34.5237008,-0.38065267,-0.187494448,5
E01022204,2017,0.979653353,9.008015549,34.5666248,-0.71868634,-0.387482546,4
E01022205,2017,0.341685649,6.886127941,39.61060464,-0.662981423,-0.531093743,3
E01022206,2017,0.473260767,6.150552162,36.00154139,-1.350460643,-1.10960731,1
E01022207,2017,0.454029512,8.342661045,33.56228579,-0.923265868,-0.617584965,2
E01022208,2017,0,11.20573356,33.28974037,-0.805925246,-0.29276644,4
E01022209,2017,0.386697602,9.057036674,34.4742666,-0.651989801,-0.362647033,4
E01022210,2017,0.887573964,11.21896429,33.26219404,0.561651081,0.568555071,8
E01022211,2017,2.235231506,6.368795623,37.16099997,-0.04116117,-0.223666701,4
E01022212,2017,0.689358035,6.425937078,37.21770744,-0.631576437,-0.606105752,2
E01022213,2017,0.314630309,7.786336149,27.82080746,-0.619630204,-0.607841601,2
E01022214,2017,0.279329609,7.531604899,33.61194479,-0.971705415,-0.747454497,2
E01022215,2017,0.336134454,8.188023724,33.25739962,-1.018676085,-0.702719754,2
E01022216,2017,0.423280423,7.33331329,28.09809329,-0.874893753,-0.808123615,2
E01022217,2017,1.343873518,5.905142078,40.25298997,-0.746146917,-0.678560343,2
E01022218,2017,1.426307448,5.90433968,40.36184594,-0.74369349,-0.67338083,2
E01022219,2017,0,5.915688054,40.31489922,-0.991778396,-0.869614182,1
E01022220,2017,0.910273082,5.89297516,39.98062264,-0.766097751,-0.708285066,2
E01022221,2017,0.748876685,8.097417463,31.88522996,-0.47460248,-0.394736394,3
E01022222,2017,0.390843104,7.640647399,36.36182603,-0.628701458,-0.472316579,3
E01022223,2017,0.714285714,8.596277682,30.63214092,-0.146253343,-0.164396993,5
E01022224,2017,0.431832202,8.409669733,31.06884432,-1.189650683,-0.817410815,2
E01022225,2017,0.802626779,7.654946678,33.04449898,0.255269633,0.017327522,6
E01022226,2017,1.88556567,12.15331186,45.54054411,-0.635501089,0.167495782,6
E01022227,2017,1.291989664,12.06364096,45.23579901,-0.707759513,0.098891463,6
E01022228,2017,4.01459854,5.254357908,55.51463186,0.207141304,0.112833961,6
E01022229,2017,1.038661281,9.53670511,40.68560647,-1.25666418,-0.546188254,3
E01022230,2017,1.022604952,7.367306122,38.52265265,-0.967440129,-0.65144404,2
E01022231,2017,1.743172574,16.28101879,46.58749923,-1.136317661,0.165595048,6
E01022232,2017,0.773195876,16.02672488,46.40310406,-0.257553338,0.654981548,8
E01022233,2017,1.355578728,5.964204047,35.67741901,0.368588421,-0.078631178,5
E01022234,2017,0.666222518,9.311152338,40.65872302,-0.540424804,-0.14685546,5
E01022235,2017,2.109938923,6.250815695,38.66006735,-0.858135404,-0.709319811,2
E01022236,2017,1.491146319,11.1696079,48.32076787,-0.818859776,0.01837169,6
E01022237,2017,3.488372093,11.33929238,48.394963,1.793802281,1.645262883,10
E01022238,2017,2.680965147,11.14156546,48.21256661,1.284453661,1.306572919,10
E01022239,2017,1.949541284,11.0755567,48.42013702,-0.309795709,0.328885005,7
E01022240,2017,3.410138249,11.13045913,48.10466775,-0.528646539,0.216902816,7
E01022241,2017,1.817149347,9.436318509,40.52875028,0.502955476,0.522167218,8
E01022242,2017,2.590993214,9.515003392,40.63980722,0.576062918,0.589117588,8
E01022243,2017,1.992031873,10.10257281,41.32864327,-0.177762389,0.192828243,6
E01022244,2017,1.54340836,9.862123872,40.89704578,-0.97091615,-0.3260902,4
E01022245,2017,3.079178886,9.741140482,40.68056706,-0.600171053,-0.092434375,5
E01022246,2017,0.501432665,10.27523295,41.12609866,-0.627175084,-0.103144768,5
E01022247,2017,0.516528926,7.653401339,27.80706961,-1.086563252,-0.898745071,1
E01022248,2017,0.968109339,11.91026135,44.9950231,-1.034728243,-0.123608776,5
E01022249,2017,1.594419532,9.818954274,48.44261574,-0.627318463,0.01591274,6
E01022250,2017,1.84735051,10.72366311,48.36601804,-0.460001904,0.204365561,7
E01022251,2017,1.724137931,10.72568186,45.97291939,-0.635411022,0.052573172,6
E01022252,2017,1.033295063,10.79920945,45.99112057,-0.740495707,-0.019656483,5
E01022253,2017,1.314142678,9.19782803,43.9385367,-0.866946488,-0.27867926,4
E01022254,2017,2.455546147,11.75853453,45.21551725,0.432743116,0.785331943,9
E01022255,2017,0.866089274,11.7366971,45.83349515,-1.109142381,-0.170284341,5
E01022256,2017,2.207637232,11.92977081,45.40842317,1.187904158,1.255422344,10
E01022257,2017,0.815660685,12.16857991,45.84554621,-0.877147523,0.003530865,6
E01022258,2017,1.53256705,7.768400332,38.94869304,0.915271729,0.555514929,8
E01022259,2017,0.748129676,7.924484194,39.25798788,-0.682520772,-0.40630666,3
E01022260,2017,1.264488936,10.18760697,44.50436254,-0.561223377,0.011912441,6
E01022261,2017,1.404494382,4.153239433,39.10287159,-0.414721806,-0.80284257,2
E01022262,2017,1.923957856,4.153564721,39.09968299,-0.628097819,-0.921470751,1
E01022263,2017,1.002109705,9.927842539,42.29133148,-1.53986231,-0.651167072,2
E01022264,2017,0.438871473,11.23769796,41.69431646,-0.86523249,-0.153609141,5
E01022265,2017,7.085643869,8.040684617,45.25707785,-0.695347834,-0.210043486,4
E01022266,2017,2.83286119,8.181234819,42.68129219,0.071034253,0.182930704,6
E01022267,2017,1.45631068,4.230572855,39.04228727,-0.742244841,-0.98533041,1
E01022268,2017,1.220930233,15.71526883,47.16322294,-0.522861468,0.501098388,8
E01022269,2017,0.667351129,14.59193802,47.64417163,-0.927566981,0.177372411,6
E01022270,2017,1.907790143,7.161462653,29.39752983,-0.607350483,-0.60647427,2
E01022271,2017,0.492610837,4.673863905,38.9156354,-1.283498567,-1.256563697,1
E01022272,2017,0.732064422,10.71538225,42.22057529,-0.859217186,-0.176020962,5
E01022273,2017,0.926538716,9.01136831,45.07028625,-1.57882645,-0.717519358,2
E01022274,2017,0.578512397,11.78256626,45.20674432,-1.363226704,-0.340473141,4
E01022275,2017,1.047120419,10.71538225,38.70162409,-1.54453059,-0.645588499,2
E01022276,2017,1.158536585,6.708192418,43.13919023,-0.369768734,-0.288109689,4
E01022277,2017,1.143241426,5.995180104,43.04005502,0.855755586,0.349563293,7
E01022278,2017,0.702165009,7.500364327,43.49780539,-0.867369387,-0.493095033,3
E01022279,2017,1.798063624,8.372508804,43.70998505,-0.666976149,-0.23982539,4
E01022280,2017,0.965250965,5.802658093,42.9128874,-0.905770629,-0.75161899,2
E01022281,2017,1.038062284,5.853908657,42.73988065,-0.851542914,-0.712219383,2
E01022282,2017,1.402188782,5.86585556,42.56868018,-1.108467352,-0.860146564,2
E01022283,2017,0.466355763,6.112672402,40.01713511,-0.205885054,-0.350203575,4
E01022284,2017,2.517162471,12.8716146,43.06936013,-0.054614905,0.539721598,8
E01022285,2017,3.50877193,9.526724205,42.71808639,0.424164811,0.548342848,8
E01022286,2017,1.863354037,11.7710978,43.29368859,-0.094011636,0.422875567,7
E01022287,2017,0.615901456,8.34905999,42.65852019,-0.541136591,-0.214642413,4
E01022288,2017,1.256281407,10.19799738,38.53355885,0.316148257,0.434548424,7
E01022289,2017,1.778304683,9.444471791,35.8532412,0.36489489,0.353664903,7
E01022290,2017,2.748414376,9.650031391,37.26034427,0.663493936,0.596060401,8
E01022291,2017,1.109813084,9.76314517,36.50331966,0.186945123,0.274610168,7
E01022292,2017,1.620526671,9.619851628,36.31498812,-0.218557356,0.023521656,6
E01022293,2017,1.003764115,9.872193926,38.30036931,-0.014101851,0.193518606,6
E01022294,2017,2.111801242,10.19230485,38.95094246,0.436202701,0.53128492,8
E01022295,2017,0.979706088,8.722971481,40.42012847,-0.794314489,-0.356802641,4
E01022296,2017,2.422611036,8.66307202,41.08991439,-0.392763551,-0.079166791,5
E01022297,2017,0.901577761,8.233522705,39.93277504,-0.608690016,-0.30941922,4
E01022298,2017,1.982651797,8.476643108,42.89010377,1.177397435,0.875427806,9
E01022299,2017,0.870195794,11.33033761,41.35913425,-0.576571594,0.036627324,6
E01022300,2017,0.371747212,11.3485285,41.39627407,-0.471527027,0.085896016,6
E01022301,2017,1.447277739,10.92733486,40.517154,0.5404314,0.676373914,8
E01022302,2017,1.500938086,11.44531845,40.97874042,-0.647690927,0.011812791,6
E01022303,2017,1.208244492,5.979350184,38.03839538,-0.350662064,-0.471744679,3
E01022304,2017,0.419412822,5.99587114,38.2125056,-0.755279903,-0.734250204,2
E01022305,2017,1.050262566,5.807667391,37.84134581,-0.723455442,-0.730663402,2
E01022306,2017,0,6.068083868,41.37652704,-0.974206479,-0.816940747,2
E01022307,2017,1.00565682,5.92636668,42.7003874,-0.642006296,-0.576121689,3
E01022308,2017,1.194659171,5.976977147,38.14239631,-0.89602904,-0.800308459,2
E01022309,2017,5.233291299,9.902081566,45.08386338,2.242730772,1.74478967,10
E01022310,2017,2.055498458,8.957095223,44.81773813,0.776365602,0.720858899,8
E01022311,2017,5.574572127,9.67442764,51.30929701,6.423056919,4.366697551,10
E01022312,2017,3.93442623,10.11934482,43.03936374,2.481771658,1.860285644,10
E01022313,2017,1.061836352,8.75739011,40.23328759,-1.119569323,-0.551036109,3
E01022314,2017,0.820232399,8.627063836,40.64759273,-0.439628412,-0.152986146,5
E01022315,2017,0.409556314,8.769289732,40.40502519,-0.955596628,-0.467688416,3
E01022316,2017,0.327439424,8.758681161,39.80939751,-0.594384949,-0.264431261,4
E01022317,2017,1.006036217,8.644451353,39.85765807,-0.397409622,-0.134790423,5
E01022318,2017,0.658255623,8.479338053,38.57120742,-0.759059286,-0.405004652,3
E01022319,2017,3.213610586,9.310508262,42.46149493,0.468295811,0.5451239,8
E01022320,2017,4.603729604,8.842524285,43.57976985,0.00678943,0.253123992,7
E01022321,2017,1.707156927,12.81101669,43.00406101,-0.591275725,0.195555839,6
E01022322,2017,2.448071217,10.59401767,42.68560171,1.723376902,1.419805805,10
E01022323,2017,3.325688073,11.40620405,41.59213943,-0.079454348,0.392399335,7
E01022324,2017,2.423051735,9.213155001,43.02974196,-0.199772638,0.130568693,6
E01022325,2017,1.03473762,10.8333701,42.34499916,0.003220835,0.36674749,7
E01022326,2017,1.016702977,10.98392861,40.00826636,-0.246627476,0.18584784,6
E01022327,2017,1.5,11.36452872,40.38643577,-0.052101312,0.354365474,7
E01022328,2017,3.237951807,10.9725765,39.83809854,0.944246488,0.941307288,9
E01022329,2017,3.947368421,10.81174654,39.91370668,0.414153962,0.616265356,8
E01022330,2017,0.906555091,10.54221428,39.55126155,-0.237472698,0.140926783,6
E01022331,2017,1.820940819,10.95563841,40.08184329,0.202923537,0.474384062,8
E01022332,2017,2.166276347,10.34826049,40.11770763,2.102517575,1.57546284,10
E01022333,2017,5.235255136,10.7234043,39.73702363,3.778973329,2.652161098,10
E01022334,2017,2.476780186,11.16175556,40.19846169,-0.316873536,0.191118375,6
E01022335,2017,0.777934936,9.894759579,37.72913042,1.844034478,1.302516548,10
E01022336,2017,0.545454545,9.579672914,37.56312747,-0.363088324,-0.073156323,5
E01022338,2017,1.923076923,9.552343505,37.40499997,-0.889812974,-0.363382347,4
E01022339,2017,0.741163056,9.937384192,38.0515724,-0.976623442,-0.394258505,3
E01022340,2017,0.92395167,9.898115366,37.97705713,-1.17150896,-0.51190659,3
E01022341,2017,1.88,10.119132,38.32633939,-0.452561284,-0.028454262,5
E01022342,2017,0.772430184,9.667048814,37.61168311,-0.912970497,-0.388923337,3
E01022343,2017,2.06405694,11.55865796,41.35150623,2.188895729,1.754072058,10
E01022344,2017,0.971502591,11.09581922,40.55954269,-0.119585065,0.281187221,7
E01022345,2017,0.745257453,12.03269896,41.48785135,-0.07719151,0.395024381,7
E01022346,2017,4.31372549,11.99968125,41.63472565,1.17556733,1.211711441,9
E01022347,2017,6.005221932,8.954235335,41.71943876,4.593633594,3.016476475,10
E01022348,2017,1.164620711,9.868541592,39.72078411,-0.529578851,-0.088578609,5
E01022350,2017,0.573065903,6.857553141,35.93701954,-0.651155225,-0.586137703,3
E01022351,2017,1.246290801,6.703487237,32.70806632,-0.973599183,-0.841606575,2
E01022352,2017,0.818452381,6.77557352,32.89854179,-0.545278618,-0.580653107,3
E01022353,2017,0.570613409,6.74661431,32.44770275,-0.524652281,-0.588058714,3
E01022354,2017,0.723712218,6.043911296,34.27265043,-0.987275346,-0.928789156,1
E01022355,2017,1.184834123,7.477568686,39.68916551,-1.004777077,-0.635042475,2
E01022356,2017,1.284472988,7.283910507,39.84093479,0.668948402,0.358068845,7
E01022357,2017,0.831600832,7.257827864,39.2093903,-0.916955901,-0.627418549,2
E01022358,2017,2.052238806,7.348743499,39.51931443,-0.091916847,-0.084349967,5
E01022359,2017,0.785854617,7.211209397,44.01168474,-0.758806745,-0.451630775,3
E01022360,2017,0.697969543,7.106776795,43.98840778,-0.949811457,-0.583577505,3
E01022361,2017,2.016129032,7.681830051,44.13580669,-0.239392987,-0.049347799,5
E01022362,2017,1.545064378,7.055849914,43.83056151,-0.442044273,-0.26448612,4
E01022363,2017,0.723025584,7.971230232,43.82308236,-0.661104717,-0.305591508,4
E01022364,2017,2.517361111,7.085908042,44.0611425,0.008923153,0.033471227,6
E01022365,2017,2.955271565,7.277843851,38.75327247,-0.294249507,-0.215765741,4
E01022366,2017,0.625355316,6.035687632,34.63035187,-1.121637697,-1.007864102,1
E01022367,2017,0.37037037,6.08173645,34.62533938,-1.189287367,-1.051123817,1
E01022368,2017,0.419874038,6.083283706,34.85937538,0.084174255,-0.274710653,4
E01022369,2017,1.505646173,5.879061295,34.21789298,-0.83315758,-0.841415965,2
E01022370,2017,0.765696784,9.260232289,41.64920564,-0.970792519,-0.391146162,3
E01022371,2017,0.562851782,8.181744899,43.51537921,-0.789007297,-0.369531678,4
E01022372,2017,1.375711575,4.528195734,44.5000579,-0.253685515,-0.534645891,3
E01022373,2017,1.66481687,4.98246229,44.75649304,-0.858645996,-0.807352237,2
E01022374,2017,1.445895522,4.250689359,44.89790328,-0.18560046,-0.538385803,3
E01022375,2017,2.554744526,4.897321801,45.18509894,-0.678636118,-0.690342703,2
E01022376,2017,1.868659904,6.395424994,39.7930933,0.87593041,0.376162244,7
E01022377,2017,2.540415704,7.305420462,39.16861557,0.425182079,0.224404262,7
E01022378,2017,0.508552936,9.302731646,37.12364666,-1.244272931,-0.642932234,2
E01022379,2017,0.948509485,9.699703004,38.00943321,-0.21327394,0.049628083,6
E01022380,2017,0.804403048,8.759507189,37.70863656,-1.182962075,-0.642175739,2
E01022381,2017,0.617283951,9.138076957,30.92655297,-0.490672739,-0.313133168,4
E01022382,2017,0.924214418,6.409110763,35.6403619,-1.066618936,-0.893328384,1
E01022383,2017,1.354096141,6.458188626,36.00202936,0.159639828,-0.12765436,5
E01022384,2017,2.070393375,6.362485366,35.22111805,-0.496004205,-0.537680121,3
E01022385,2017,0.459921156,7.045148534,33.13204526,-1.118374096,-0.899073878,1
E01022386,2017,0.746733043,7.02277171,33.14386427,-0.590824352,-0.573235506,3
E01022387,2017,1.887905605,7.039649329,33.4833341,-0.948721195,-0.75457547,2
E01022388,2017,2.394859813,7.080175934,33.22656732,-0.722311253,-0.60850981,2
E01022389,2017,1.045296167,7.271090876,39.16117568,-1.107529907,-0.735998558,2
E01022390,2017,1.475409836,7.950562822,36.77157385,-0.255325641,-0.171724284,5
E01022391,2017,2.795248078,7.821085344,37.16737423,0.011390449,0.004263484,6
E01022392,2017,0.770218228,7.893393721,35.81444501,-1.165850949,-0.764213843,2
E01022393,2017,0,7.034724642,37.83216819,-0.881535872,-0.69176669,2
E01022394,2017,1.389766267,7.224054576,38.66400275,-0.890032581,-0.611209125,2
E01022395,2017,1.007387508,7.210298895,38.97469598,-0.901408698,-0.623439672,2
E01022396,2017,0,3.965971911,29.69316614,-0.429982773,-1.06852391,1
E01022397,2017,0.357873211,3.56487942,28.14735004,-0.956718135,-1.486724176,1
E01022398,2017,1.488833747,7.313056891,41.99921511,-0.656808112,-0.396099758,3
E01022399,2017,3.645147123,7.517798021,38.26508939,0.206537667,0.116499266,6
E01022400,2017,0.995575221,7.351993918,43.0739783,-0.056267331,-0.020261436,5
E01022401,2017,1.079622132,7.599346139,44.53047838,-0.524555611,-0.244297754,4
E01022402,2017,0.949367089,7.594053243,43.96559463,-0.697658487,-0.363328686,4
E01022403,2017,3.660220994,7.410506836,43.66669132,0.892019885,0.616265951,8
E01022404,2017,2.164009112,7.132006542,42.40912254,-0.834556878,-0.506330512,3
E01022405,2017,1.104651163,7.155494161,41.22258803,-0.81480575,-0.534629616,3
E01022406,2017,0,7.166702697,40.89376996,-1.410500362,-0.938913416,1
E01022407,2017,1.2934519,7.306495563,41.98442351,-0.113879861,-0.073234932,5
E01022408,2017,0,6.841785052,37.13418959,-1.188042647,-0.915151872,1
E01022409,2017,1.373182553,6.763858653,37.44666373,-0.399150667,-0.39694504,3
E01022410,2017,2.026390198,7.390736875,38.39707481,-0.618699539,-0.418532471,3
E01022411,2017,2.437880919,7.642345927,38.02278812,-0.083220478,-0.063973254,5
E01022412,2017,1.146131805,7.092154307,41.54321599,-0.886160614,-0.579033657,3
E01022413,2017,0.801201803,7.447295681,35.15329335,-0.696990078,-0.545468814,3
E01022414,2017,1.555023923,7.612354519,37.80485724,-0.136442711,-0.119510566,5
E01022415,2017,0.84643289,8.114484259,32.28389354,-1.322831164,-0.895553047,1
E01022416,2017,1.428571429,8.357523683,30.44024907,-0.685118936,-0.501501057,3
E01022417,2017,0.798296966,8.098178153,30.10674515,-1.190293642,-0.85830477,2
E01022418,2017,1.212121212,8.670053083,30.54387295,-0.165273955,-0.155978412,5
E01022420,2017,1.315308732,8.151710788,37.7795124,-0.10868885,-0.045090298,5
E01022421,2017,2.09631728,7.55694656,43.54496978,0.782286613,0.543978558,8
E01022422,2017,0.577812018,7.273960306,43.2684841,-0.695014128,-0.425224032,3
E01022423,2017,1.148325359,7.491858721,43.22459156,-0.697050233,-0.383758059,4
E01022424,2017,1.741293532,7.54165573,43.47947026,0.189133992,0.175783802,6
E01022425,2017,1.47662018,7.286532728,36.60992651,-1.119131919,-0.777339718,2
E01022426,2017,0.668896321,7.363405236,36.76107941,-0.837751204,-0.61578055,2
E01022427,2017,0.798934754,7.34971831,36.68406382,-0.073205074,-0.152596416,5
E01022428,2017,1.461988304,7.309820129,36.63667315,-0.236551197,-0.240559877,4
E01022429,2017,0.462962963,7.365724188,36.67386143,-0.715482907,-0.550140307,3
E01022430,2017,0.774647887,7.313134697,36.53719986,-0.293006744,-0.293479947,4
E01022431,2017,0.247770069,7.414890548,36.75208275,-1.106373891,-0.787422933,2
E01022432,2017,0.594059406,7.286595376,36.67192636,-0.759018377,-0.581851235,3
E01022433,2017,0,7.328728284,36.67898543,-0.772461706,-0.609330034,2
E01022434,2017,0.522069293,7.653161204,36.33138308,-0.491283821,-0.383478855,4
E01022435,2017,1.589775561,7.309678993,36.7346249,-0.510339169,-0.401662186,3
E01022436,2017,0.516487882,7.355673829,36.63143306,-0.441564786,-0.384623585,4
E01022437,2017,1.408450704,7.130755999,36.46166743,-0.026947796,-0.140881593,5
E01022438,2017,0.380807312,7.287414823,36.74227621,-1.089829271,-0.788131518,2
E01022439,2017,0.488069414,7.365801634,36.70002638,-0.825128292,-0.615051406,2
E01022440,2017,1.383196721,8.797645086,42.83085373,-0.543441146,-0.143398408,5
E01022441,2017,0.852099817,8.64137056,40.07159986,-0.800217421,-0.379041489,4
E01022442,2017,0,8.183953068,40.31222248,-0.803184667,-0.459868428,3
E01022443,2017,0,6.269706968,38.01917831,-0.275633216,-0.426304938,3
E01022444,2017,2.047556143,6.2082033,40.01715678,-0.385219573,-0.405877633,3
E01022445,2017,0.376222724,7.909984851,30.65353916,-1.135900527,-0.851462539,2
E01022446,2017,2.006226219,6.462597667,41.03287902,-0.458161121,-0.396060801,3
E01022447,2017,0.297796307,7.285192736,36.53486755,-0.193133092,-0.253261899,4
E01022448,2017,1.31147541,7.577541921,37.53068441,0.263282268,0.107662723,6
E01022449,2017,0.258397933,7.406233358,35.3567654,-1.311111031,-0.937242114,1
E01022450,2017,1.919720768,8.1784278,40.60034914,-0.200805654,-0.034092649,5
E01022451,2017,1.119894598,8.320528744,40.12186877,-0.355810872,-0.137514873,5
E01022452,2017,1.010781671,8.208720057,40.48158044,-1.033803308,-0.556328212,3
E01022453,2017,0.508788159,7.23762254,36.89695754,-0.454345034,-0.402624769,3
E01022454,2017,0.676027041,7.31127677,33.16700364,0.049655997,-0.150886295,5
E01022455,2017,0.90715048,8.008768733,41.095427,-1.13513437,-0.632127649,2
E01022456,2017,1.704105345,7.839864938,41.21228187,-0.883619573,-0.479102286,3
E01022457,2017,2.084781098,7.809423005,41.44382092,-0.207930884,-0.062911603,5
E01022458,2017,1.761517615,7.924431039,41.3627058,0.263014565,0.228028658,7
E01022459,2017,1.878522229,7.926085477,41.26659076,-0.111744688,0.002065966,6
E01022460,2017,1.743264659,8.339797122,40.65818937,-0.213166109,-0.025653758,5
E01022461,2017,0.419874038,7.983706631,41.05416087,-0.72403539,-0.402869364,3
E01022462,2017,1.005291005,8.011300973,40.99489666,-0.582640535,-0.296915325,4
E01022463,2017,0.391134289,8.842462609,31.99359896,-0.567052773,-0.378752285,4
E01022464,2017,1.27349909,8.962094635,32.20078594,-0.072941513,-0.037514775,5
E01022465,2017,0,8.713885802,33.17759981,-1.139361621,-0.734512451,2
E01022466,2017,0.592525068,8.867417019,32.34880916,-1.02294579,-0.638137077,2
E01022467,2017,0.362318841,10.11637061,39.20182821,-0.68660413,-0.194061792,5
E01022468,2017,0.525210084,10.77710183,36.44068533,0.226135083,0.373800395,7
E01022469,2017,0.783801437,10.10279908,38.1305677,-0.43348571,-0.047459105,5
E01022470,2017,0.321543408,10.48420371,42.74723981,-0.863275385,-0.20403698,4
E01022471,2017,0.392156863,10.74714148,43.53847597,-0.793625479,-0.121153019,5
E01022472,2017,1.165695254,11.74242194,41.45578252,-0.858390771,-0.089958183,5
E01022473,2017,1.01010101,12.12156728,43.15178976,-0.636985142,0.101400276,6
E01022474,2017,2.196531792,5.570905818,44.11485071,0.950191505,0.382224508,7
E01022475,2017,0.887198986,6.550159864,43.96091756,-0.346251827,-0.287666604,4
E01022476,2017,1.13058225,6.453872287,44.3476859,-0.245390624,-0.2265775,4
E01022477,2017,1.333333333,6.523058959,43.82998935,-0.104407996,-0.136288838,5
E01022478,2017,2.517482517,6.269208272,44.08038802,0.363791693,0.137393055,6
E01022479,2017,3.824756606,5.511011682,44.28781747,1.294704864,0.606013522,8
E01022480,2017,1.033973412,5.615970459,44.19090741,1.448258358,0.667896201,8
E01022481,2017,1.454741379,12.28738936,45.17131614,-0.100800638,0.486085745,8
E01022482,2017,2.0625,12.74484502,45.16660709,0.826650979,1.09385488,9
E01022484,2017,2.736686391,9.662261012,44.26140591,0.561651081,0.662929986,8
E01022485,2017,2.631578947,9.482055951,43.71926852,0.575578896,0.64219722,8
E01022486,2017,2.05061082,9.708421453,42.52995236,-0.156988537,0.190597051,6
E01022487,2017,4.020467836,9.782107236,44.18348784,0.497577701,0.650107389,8
E01022488,2017,0.937274694,9.35524088,32.18411621,-0.474891675,-0.249015914,4
E01022489,2017,0.384122919,8.019170206,34.45396631,-0.910239009,-0.632836567,2
E01022490,2017,1.42612664,8.680782959,40.60381833,0.083693166,0.183723877,6
E01022491,2017,1.736745887,8.635869152,40.48983157,-0.424176828,-0.123900912,5
E01022492,2017,1.037851038,8.817566107,38.60442664,-1.011823583,-0.509741152,3
E01022493,2017,0.548589342,10.46118078,39.79255536,-1.109221035,-0.400204077,3
E01022494,2017,0.908372828,9.555508188,40.02486595,-0.76679406,-0.263646536,4
E01022495,2017,0.646087581,9.412880685,39.77238792,-0.985172949,-0.422328715,3
E01022496,2017,0.489349453,9.136370633,39.73903967,-0.882052099,-0.393955471,3
E01022497,2017,0,9.313235227,39.75327307,-0.512625022,-0.173432031,5
E01022498,2017,0.340136054,9.437053544,39.69127378,-0.719278403,-0.271527234,4
E01022499,2017,0.301750151,6.546370223,32.80543733,-0.869089416,-0.827101011,2
E01022500,2017,0.495750708,6.61720451,32.96695935,-1.173657377,-0.991208988,1
E01022502,2017,0.721587492,11.70526389,45.51365737,-0.298663005,0.307120687,7
E01022503,2017,1.888020833,12.66506082,45.38136573,-0.078254654,0.541396892,8
E01022504,2017,2.620087336,10.35269016,45.07960119,1.135028738,1.088267983,9
E01022505,2017,1.500938086,9.659043771,44.7199682,-0.239443638,0.165225833,6
E01022506,2017,1.113762928,11.02440681,45.07743456,-0.340100166,0.227599737,7
E01022507,2017,1.379310345,11.04078725,45.04943138,0.394063225,0.678731301,8
E01022509,2017,0.71942446,8.893716914,42.21395112,-1.12796325,-0.515242456,3
E01022510,2017,0.308451573,9.186997075,42.44106013,-1.127695819,-0.494997792,3
E01022511,2017,0.487012987,9.533742163,42.28712286,-1.166845057,-0.479779757,3
E01022512,2017,0.620636152,9.431198732,41.57620132,-0.999099825,-0.396915048,3
E01022513,2017,1.068510371,6.903349967,33.3064824,-0.736690929,-0.665134757,2
E01022514,2017,0,10.3263048,35.1362388,-0.901256004,-0.394769284,3
E01022515,2017,0,9.272676345,44.41911438,-0.395506063,-0.021800364,5
E01022516,2017,1.26493324,9.174330356,43.52328602,-0.437288762,-0.029976918,5
E01022517,2017,0,9.568469165,43.04231261,-0.977824303,-0.369379597,4
E01022518,2017,0.789889415,9.633928921,41.99679779,-0.958502602,-0.339366604,4
E01022519,2017,0.648824006,9.181592563,43.14509029,-0.27138213,0.047341982,6
E01022520,2017,0.759493671,9.197996706,30.84019139,-0.125595513,-0.083328442,5
E01022521,2017,0,9.381536167,29.72220532,-0.985696368,-0.635177695,2
E01022522,2017,0.967351874,10.02526472,33.70098727,-0.806721682,-0.355873251,4
E01022523,2017,2.711585867,11.68221727,43.16858239,0.099145378,0.543897094,8
E01022524,2017,2.303455183,11.98682868,42.58582821,1.314603978,1.286817478,10
E01022525,2017,0.903070439,11.93819659,43.54855109,0.096127202,0.534342982,8
E01022526,2017,1.920903955,11.70213404,44.28597129,0.12254982,0.567298153,8
E01022527,2017,2.33702337,11.52102231,44.42999339,0.939409521,1.055961787,9
E01022528,2017,0.407830343,7.339110455,38.20765821,-0.63139997,-0.476743508,3
E01022529,2017,1.234567901,7.540168876,38.34686665,-0.342592038,-0.250194487,4
E01022530,2017,0.900225056,7.266429016,37.76302007,-0.798795902,-0.57925466,3
