,LSOA11CD,17-18_April,17-18_May,17-18_June,17-18_July,17-18_August,17-18_September,17-18_October,17-18_November,17-18_December,17-18_January,17-18_February,17-18_March,18-19_April,18-19_May,18-19_June,18-19_July,18-19_August,18-19_September,18-19_October,18-19_November,18-19_December,18-19_January,18-19_February,18-19_March,19-20_April,19-20_May,19-20_June,19-20_July,19-20_August,19-20_September,19-20_October,19-20_November,19-20_December,19-20_January,19-20_February,19-20_March,20-21_April,20-21_May,20-21_June,20-21_July,20-21_August,20-21_September,20-21_October,20-21_November,20-21_December,20-21_January,20-21_February,20-21_March,21-22_April,21-22_May,21-22_June,21-22_July,21-22_August,21-22_September,21-22_October,21-22_November,21-22_December,21-22_January,21-22_February,21-22_March,Mean_dev,MH_call_rate,%non-crime,Night-time_ratio,Temporalvolatility(CV),%attended,%highacuity,slope,lsoa_lq,Percentage change
66,E01010634,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-53.8,0.0159337157425111,84.0,0.36,0.3379940827884417,0.72,0.64,-0.0005758157389635,0.380163566850023,0.0952380952380952
67,E01010635,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,8.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,3.0,6.0,4.0,11.0,1.0,4.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,58.2,0.0938356164383561,88.32116788321169,0.1386861313868613,0.7610573361804791,0.7153284671532847,0.6277372262773723,0.0148922080788757,2.044721875254579,0.3860028860028859
68,E01010636,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,-25.799999999999997,0.0311581422692533,75.47169811320755,0.0943396226415094,0.7654374862199443,0.7358490566037735,0.6981132075471698,0.0281345049003041,0.7027374024926526,0.3705357142857143
69,E01010637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-53.8,0.0121951219512195,84.0,0.28,0.4426184712719421,0.92,0.8,0.0064950607076025,0.2664502369898296,0.1491228070175438
70,E01010638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-59.8,0.0132774283717679,73.68421052631578,0.1578947368421052,0.3663911691254661,0.7894736842105263,0.7894736842105263,0.010554290053151,0.2809146637335166,0.0952380952380952
71,E01010639,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,6.0,2.0,2.0,3.0,0.0,3.0,0.0,10.0,3.0,2.0,1.0,5.0,3.0,6.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,35.2,0.0571142284569138,91.2280701754386,0.2280701754385964,0.748178387423197,0.5877192982456141,0.5263157894736842,-0.0141359364858081,1.267472500045106,0.4195035460992907
72,E01010640,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,-25.799999999999997,0.0310486233157586,81.13207547169812,0.1886792452830188,0.6425228323078879,0.6981132075471698,0.4339622641509434,0.0035999225483183,0.6970885681716203,0.1938888888888889
73,E01010641,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,-47.8,0.0203947368421052,83.87096774193549,0.1935483870967742,0.5210023386666227,0.8064516129032258,0.5483870967741935,0.0123962581550246,0.4519708380058649,0.2159090909090909
74,E01010642,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,-25.799999999999997,0.0258033106134371,88.67924528301887,0.1698113207547169,0.6157529281932087,0.7735849056603774,0.6226415094339622,-0.0106699346405228,0.5882248372384717,0.1559523809523809
75,E01010643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,-46.8,0.0237037037037037,87.5,0.34375,0.6436286293352712,0.90625,0.75,0.0170308684490639,0.5148822454734963,0.1746031746031746
76,E01010644,0.0,6.0,6.0,1.0,3.0,2.0,5.0,6.0,7.0,3.0,2.0,2.0,7.0,8.0,4.0,6.0,3.0,4.0,0.0,2.0,7.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,5.0,6.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,98.2,0.08600583090379,79.66101694915254,0.2259887005649717,0.5572686674206142,0.6666666666666666,0.5536723163841808,-0.041467821429517,1.9847228017439795,0.2820546737213404
77,E01010645,1.0,9.0,5.0,0.0,4.0,6.0,9.0,3.0,7.0,6.0,4.0,7.0,7.0,6.0,8.0,11.0,4.0,5.0,7.0,5.0,12.0,9.0,8.0,3.0,4.0,6.0,9.0,3.0,10.0,8.0,4.0,7.0,8.0,12.0,9.0,4.0,4.0,12.0,7.0,9.0,6.0,5.0,16.0,10.0,11.0,9.0,4.0,2.0,5.0,2.0,7.0,14.0,2.0,7.0,6.0,3.0,7.0,3.0,6.0,3.0,311.2,0.2165463631315935,81.7948717948718,0.2846153846153846,0.4800565894230528,0.6256410256410256,0.5487179487179488,0.0029414360956089,4.831655802693874,0.4109875999706509
78,E01010646,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.8,0.0089020771513353,83.33333333333334,0.3333333333333333,0.2763853991962833,0.75,0.75,-0.0037209006487724,0.2064412611111361,-0.0324675324675324
79,E01010647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.8,0.0085146641438032,77.77777777777779,0.1111111111111111,0.3142696805273545,0.7777777777777778,0.6666666666666666,-0.0018712574850299,0.1813211770245463,0.0625
80,E01010648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.8,0.0065264684554024,77.77777777777779,0.3333333333333333,0.0,0.8888888888888888,0.6666666666666666,0.0,0.1497927496780785,0.0
81,E01010649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-50.8,0.0192175703500343,75.0,0.2857142857142857,0.3581618117302907,0.9285714285714286,0.7857142857142857,-0.0049169026835325,0.4329364362333516,0.1136363636363636
82,E01010650,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-27.799999999999997,0.0235239852398524,86.27450980392157,0.0980392156862745,0.6906821245051888,0.7843137254901961,0.7058823529411765,0.0008146293860579,0.5264107531691301,0.3913793103448276
83,E01010651,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-48.8,0.0179533213644524,76.66666666666667,0.2333333333333333,0.4732863826479692,0.6666666666666666,0.4666666666666667,0.0068870523415977,0.3785872964845477,0.1746031746031746
84,E01010652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,10.0,5.0,0.0,2.0,-8.799999999999997,0.0421432871763997,77.14285714285715,0.1714285714285714,0.8854761584655366,0.7714285714285715,0.6428571428571429,0.0551149064669202,0.9097372057028528,0.551689708141321
85,E01010653,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,-2.799999999999997,0.0386178861788617,85.52631578947368,0.1973684210526315,0.7826775145668031,0.7236842105263158,0.5789473684210527,0.0046938790540557,0.8562016655851405,0.3310185185185185
86,E01010654,0.0,3.0,0.0,2.0,7.0,7.0,10.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,6.0,2.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,43.2,0.0712616822429906,81.9672131147541,0.2377049180327868,0.6907358786641866,0.6967213114754098,0.6311475409836066,-0.0334480122324158,1.6747100323096562,0.4271645021645021
87,E01010655,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-22.799999999999997,0.0371845949535192,92.85714285714286,0.2321428571428571,0.540487104363696,0.9285714285714286,0.8214285714285714,0.0028228173386728,0.8216021790533701,0.2521929824561403
88,E01010656,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-48.8,0.0192307692307692,53.333333333333336,0.2,0.4252876264569559,0.7666666666666667,0.7666666666666667,0.0059964726631393,0.4284497425746161,0.1388888888888888
89,E01010657,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,9.0,5.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2000000000000028,0.0555555555555555,85.0,0.2375,0.7982969125120777,0.6625,0.4875,0.0149065977165102,1.223200497752927,0.2492877492877492
90,E01010658,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,6.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,7.0,0.0,3.0,6.0,3.0,4.0,0.0,6.0,2.0,4.0,1.0,4.0,6.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,5.0,6.0,8.0,3.0,64.2,0.0719677906391545,76.92307692307693,0.1608391608391608,0.633372410948583,0.6503496503496503,0.4825174825174825,0.0556742343781469,1.585348309690405,0.4616718426501034
91,E01010659,1.0,6.0,6.0,1.0,3.0,2.0,5.0,2.0,1.0,6.0,4.0,2.0,1.0,3.0,6.0,2.0,6.0,5.0,6.0,5.0,4.0,2.0,0.0,3.0,1.0,2.0,5.0,5.0,10.0,5.0,4.0,5.0,2.0,6.0,4.0,0.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,101.2,0.0919775166070516,81.11111111111111,0.2388888888888889,0.6038665235257086,0.7222222222222222,0.6166666666666667,-0.0277629271129369,2.089507856769195,0.3154545454545454
92,E01010662,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-55.8,0.0155091031692515,82.6086956521739,0.2608695652173913,0.3460097503279224,0.782608695652174,0.6956521739130435,-0.0019381091774696,0.3520870950826563,0.1052631578947368
93,E01010663,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,15.200000000000003,0.0523094045631608,79.7872340425532,0.2446808510638297,0.6276923572725819,0.7340425531914894,0.6595744680851063,0.0143135616819827,1.1472701740244131,0.4822222222222222
94,E01010664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-31.799999999999997,0.0294855708908406,70.2127659574468,0.2340425531914893,0.4783348642792497,0.7021276595744681,0.5106382978723404,-0.0120488294667864,0.626880873047213,0.2224137931034482
95,E01010665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,-39.8,0.0205371248025276,87.17948717948718,0.3333333333333333,0.6159630472392981,0.7692307692307693,0.7435897435897436,0.0015316155707946,0.4558313343240263,0.1966666666666666
96,E01010666,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,6.0,2.0,6.0,4.0,1.0,1.0,1.0,6.0,17.0,6.0,12.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,3.0,4.0,8.0,15.0,5.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,94.2,0.0983513359863558,83.23699421965318,0.2369942196531791,0.9813355306658944,0.7572254335260116,0.6473988439306358,0.0316720940552906,2.147156955461911,0.4430872348939575
97,E01010667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,-38.8,0.0214822771213748,77.5,0.3,0.4508424653594961,0.85,0.8,-0.000716274565191,0.4676023933850842,0.1724137931034483
98,E01010668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-43.8,0.023728813559322,80.0,0.1428571428571428,0.6064281507654609,0.5142857142857142,0.4285714285714285,-0.0257645294678965,0.5298032089218988,0.1598039215686274
99,E01010669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-52.8,0.0116539668310174,92.3076923076923,0.1153846153846153,0.439415823521138,0.8846153846153846,0.8846153846153846,-0.0014868309260832,0.2527871656844229,0.1333333333333333
100,E01010670,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,7.0,0.0,0.0,3.0,1.0,5.0,5.0,6.0,6.0,2.0,2.0,6.0,11.0,13.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,64.2,0.0775908844275637,76.92307692307693,0.1818181818181818,0.8815153860515422,0.6433566433566433,0.4895104895104895,-0.0119481571486431,1.7126450846159549,0.4749373075903688
101,E01010671,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-11.799999999999997,0.0386167146974063,83.5820895522388,0.1194029850746268,0.5964451326502784,0.582089552238806,0.4477611940298507,-0.0179811734600621,0.8479750067065284,0.1256410256410256
102,E01010672,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-37.8,0.0304380103934669,82.92682926829268,0.2682926829268293,0.7641658610458937,0.6829268292682927,0.5365853658536586,-0.0082602769315566,0.6951686918746435,0.528030303030303
103,E01010673,2.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,-17.799999999999997,0.0308548305513404,78.68852459016394,0.180327868852459,0.6503234471122928,0.6065573770491803,0.4426229508196721,-0.0057181724905177,0.7002101289382937,0.2737373737373737
104,E01010674,1.0,3.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,10.0,1.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,41.2,0.0527936647602287,80.83333333333333,0.225,0.7026281680893478,0.6916666666666667,0.5666666666666667,-0.026450258090047,1.2334996781569778,0.5408163265306123
105,E01010675,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,-24.799999999999997,0.0250696378830083,66.66666666666666,0.1666666666666666,0.5913966426498916,0.6481481481481481,0.5370370370370371,0.0112889192023177,0.5491648083820333,0.2317708333333333
106,E01010676,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,13.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,7.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.200000000000003,0.0384297520661157,87.09677419354838,0.1397849462365591,0.9908297301595832,0.6021505376344086,0.4086021505376344,-0.0065104495876293,0.8833203203787695,0.4764585008487448
