YearTrunk,LSOA11CD,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22
incident_start_month,,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March
215,E01010787,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
216,E01010788,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
217,E01010789,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0
218,E01010790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,E01010791,4.0,8.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,11.0,6.0,1.0,0.0,8.0,1.0,2.0,2.0,7.0,2.0,0.0,3.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0
220,E01010792,2.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,7.0,3.0,6.0,5.0,4.0,3.0,7.0,7.0,9.0,10.0,3.0,7.0,7.0,5.0,7.0,7.0,19.0,11.0,7.0,7.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
221,E01010793,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,4.0,13.0,7.0,7.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
222,E01010794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
223,E01010795,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
224,E01010796,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
225,E01010797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,E01010798,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
227,E01010799,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
228,E01010800,0.0,0.0,1.0,2.0,5.0,1.0,2.0,0.0,5.0,8.0,1.0,4.0,1.0,8.0,16.0,4.0,4.0,3.0,6.0,3.0,5.0,2.0,2.0,2.0,8.0,6.0,9.0,5.0,1.0,3.0,4.0,4.0,3.0,0.0,6.0,0.0,3.0,7.0,5.0,4.0,0.0,3.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0
229,E01010801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
230,E01010802,0.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,8.0,4.0,1.0,5.0,2.0,2.0,5.0,1.0,4.0,2.0,6.0,4.0,0.0,1.0,2.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0
231,E01010803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
232,E01010804,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
233,E01010805,12.0,12.0,17.0,7.0,6.0,10.0,10.0,10.0,12.0,13.0,8.0,7.0,18.0,18.0,28.0,22.0,14.0,15.0,15.0,13.0,13.0,12.0,17.0,15.0,11.0,9.0,17.0,6.0,10.0,19.0,17.0,7.0,12.0,13.0,13.0,9.0,9.0,19.0,13.0,10.0,18.0,11.0,8.0,11.0,13.0,12.0,3.0,10.0,13.0,17.0,7.0,16.0,8.0,15.0,10.0,7.0,16.0,7.0,14.0,5.0
234,E01010806,7.0,13.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,8.0,4.0,4.0,3.0,4.0,2.0,7.0,4.0,1.0,4.0,4.0,3.0,3.0,7.0,7.0,0.0,3.0,6.0,12.0,9.0,10.0,6.0,4.0,4.0,10.0,6.0,6.0,5.0,5.0,3.0,2.0,6.0,5.0,4.0,7.0,5.0,7.0,2.0,4.0,3.0,2.0,5.0,10.0,11.0,7.0,10.0,2.0
235,E01010807,0.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,5.0,7.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,0.0,0.0,2.0,2.0,5.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,11.0,2.0,2.0,2.0,0.0,1.0,1.0,16.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0
236,E01010808,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
237,E01010809,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,5.0,0.0,4.0,0.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0
238,E01010810,7.0,4.0,7.0,6.0,6.0,7.0,6.0,7.0,4.0,6.0,5.0,7.0,10.0,17.0,9.0,7.0,11.0,12.0,4.0,18.0,8.0,7.0,8.0,9.0,16.0,16.0,22.0,15.0,19.0,15.0,9.0,8.0,12.0,18.0,12.0,13.0,9.0,15.0,7.0,9.0,13.0,10.0,10.0,4.0,9.0,6.0,7.0,9.0,9.0,15.0,12.0,17.0,7.0,4.0,6.0,8.0,10.0,12.0,9.0,6.0
239,E01010811,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,1.0,9.0,3.0,6.0,10.0,9.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,7.0,4.0,3.0,2.0,2.0
240,E01010812,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
241,E01010813,3.0,5.0,5.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,6.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,5.0,1.0,3.0,3.0,0.0,3.0,9.0,2.0,3.0,1.0,6.0,3.0
242,E01010814,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,11.0,2.0,1.0,5.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0
243,E01010815,3.0,7.0,13.0,7.0,2.0,3.0,14.0,8.0,5.0,5.0,4.0,3.0,4.0,10.0,11.0,8.0,2.0,7.0,8.0,4.0,4.0,5.0,6.0,4.0,8.0,8.0,4.0,13.0,7.0,5.0,4.0,1.0,7.0,2.0,1.0,2.0,10.0,5.0,6.0,7.0,19.0,6.0,6.0,4.0,5.0,6.0,7.0,3.0,3.0,5.0,4.0,6.0,3.0,1.0,8.0,3.0,2.0,6.0,8.0,1.0
244,E01010816,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
245,E01010817,1.0,1.0,2.0,7.0,2.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,6.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,6.0,4.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,10.0,4.0,6.0,1.0,1.0,1.0,4.0,0.0,6.0,7.0,3.0,1.0,1.0,0.0
246,E01010818,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0
247,E01010819,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,8.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0
248,E01010820,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,8.0,1.0
249,E01010821,6.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,3.0,3.0,5.0,4.0,5.0,25.0,17.0,13.0,9.0,5.0,15.0,5.0,20.0,9.0,3.0,11.0,12.0,4.0,4.0,8.0,16.0,6.0,10.0,7.0,1.0,4.0,10.0,3.0,11.0,13.0,3.0,5.0,3.0,11.0,3.0,4.0,14.0,10.0,3.0,5.0,11.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0
250,E01010822,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0
251,E01010824,1.0,4.0,1.0,1.0,2.0,2.0,1.0,7.0,4.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,12.0,13.0,3.0,7.0,1.0,2.0,4.0,1.0,2.0,5.0,11.0,1.0,4.0,5.0,6.0,2.0,6.0,17.0,3.0,2.0,12.0,6.0,4.0,5.0,0.0,3.0,6.0,3.0,7.0,4.0,1.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,7.0,6.0,2.0,2.0,9.0
252,E01010825,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
253,E01010826,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,8.0,5.0,6.0,7.0,2.0,4.0,2.0,7.0,8.0,3.0,5.0,2.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,7.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
254,E01010827,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0
255,E01010828,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
256,E01010829,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,5.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,0.0,2.0,5.0,4.0,2.0,3.0,2.0,8.0,9.0,1.0,0.0,3.0,0.0,1.0,2.0,7.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0
257,E01010830,2.0,2.0,2.0,5.0,3.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,3.0,0.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
258,E01010831,9.0,4.0,3.0,8.0,3.0,0.0,5.0,2.0,2.0,9.0,8.0,6.0,4.0,8.0,3.0,6.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0
259,E01010832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
260,E01010833,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0
261,E01010834,2.0,4.0,7.0,4.0,8.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,2.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,10.0,7.0,11.0,9.0,5.0,8.0,10.0,13.0,12.0,9.0,5.0,13.0,12.0,11.0,6.0,5.0,6.0,11.0,11.0,18.0,12.0,14.0,10.0,16.0,21.0,17.0,17.0,4.0,10.0,7.0,15.0,26.0,20.0,14.0,14.0,9.0,10.0,8.0,7.0,9.0
262,E01010835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,5.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0
263,E01010836,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,5.0,2.0,5.0,2.0,6.0,5.0,7.0,9.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
264,E01010837,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
265,E01010838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
266,E01010839,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
267,E01010840,10.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,10.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0
268,E01010841,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,3.0,4.0,1.0,5.0,1.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,7.0,6.0,2.0,2.0,8.0,2.0
269,E01010842,2.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,6.0,5.0,0.0,3.0,3.0,9.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,19.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
