LSOA21CD,NDVI_MEAN,NDVI_MEDIAN,NDVI_STD,NDVI_MAX,NDVI_MIN,NDVI_CV,VEG_FRAC,EVI_MEAN,EVI_MEDIAN,EVI_STD,EVI_MAX,EVI_MIN,PXL_COUNT,FINAL_PXL_COUNT,PCT_FILTERED
S01015983,0.5407939689792178,0.5698342915116672,0.22599155084481515,0.8928475756763997,0.0005310674455655868,0.4178884451529447,0.9082559843673669,0.19868729848294867,0.1893939393939394,0.11439298776612696,0.48622507335024123,0.00011038502296008477,23128,10235,44.25371843652715
S01015984,0.44685729142222586,0.4278468921608488,0.1621477103720874,0.8968560397131826,0.04852203011712214,0.3628624025715572,0.9576012223071046,0.1446340626085591,0.12833042135719563,0.07804585644919759,0.45284650358427936,0.010128999208308107,5060,2618,51.73913043478261
S01015985,0.4896648609858195,0.5108810618573576,0.25588182934851594,0.8936644380770455,0.0,0.5225652272318683,0.8259546209186497,0.18131828261087052,0.16482078389485633,0.12555682790378322,0.48721785758822794,0.0,18532,7228,39.002805957263114
S01015986,0.4864149347617702,0.5132021128039561,0.21911646905795182,0.865533616595851,0.0,0.4504723301007765,0.8655383795309168,0.1764314261248262,0.1694195598553016,0.10876073573476029,0.4636575102584878,0.0,18684,7504,40.162706058659815
S01015987,0.7249058221656951,0.812424895362508,0.21667780016337748,0.9411941194119412,0.0,0.2989047591258695,0.9408342796402195,0.3262048791766541,0.3647368653209736,0.1317728105583203,0.6169202678027997,0.0,2062656,688642,33.38617782121692
S01015988,0.7920850227285152,0.8398414232615887,0.1387017571135122,0.945569200132758,0.0017452006980802793,0.17510968284152473,0.9938114385686807,0.367333667796817,0.3887965023009375,0.10294298305636332,0.6370839936608558,0.00021096156280325725,741936,413828,55.77677859006707
S01015989,0.509247917231812,0.5033308660251665,0.18209018476730257,0.8902173913043478,0.0,0.35756687186295216,0.9635288319369147,0.1777404497429661,0.15739697932285698,0.09415674889459122,0.47689269593762823,0.0,9179,4058,44.209608889857286
S01015990,0.7851293622421155,0.8368391131324616,0.15609543656770036,0.9432439468888311,0.0,0.19881492665353176,0.9826285177080505,0.37165562863201923,0.39628465752662756,0.11002298169841082,0.6707486457706375,0.0,878799,438247,49.86885510793708
S01015991,0.779719724099042,0.809368191721133,0.11784555687331058,0.9504883034294799,0.0,0.15113835552830204,0.9952933273272375,0.3587018689756661,0.3709575973583521,0.09745277996955957,0.6573185296589552,0.0,2490828,1405239,56.4165410056415
S01015992,0.7642269999343284,0.8164910105393677,0.16632690644860465,0.9473002159827214,0.0,0.21764070945268546,0.9776096238205959,0.35364368829047677,0.37238131847011335,0.12290936669076549,0.6577667279213057,0.0,1990322,853715,42.893310730625494
S01015993,0.34836242928230315,0.29716088328075707,0.20968953192830683,0.8490663900414938,0.01702127659574468,0.6019292389259931,0.6862215360864531,0.11606477689920061,0.08239253909263025,0.0939145724425477,0.4369308774834437,0.004476359227828033,6313,2591,41.042293679708536
S01015994,0.7401825676770352,0.8192023633677992,0.20310379116305421,0.9476498733464678,0.0,0.2743968853528509,0.9585653376493182,0.34608131021998295,0.3834762312075092,0.1301044660341942,0.6167255656943932,0.0,1112925,331172,29.756901857717278
S01015995,0.3603995966367474,0.3130789181178214,0.20584969918835272,0.8447701532311792,0.0006949270326615705,0.5711707257980978,0.7540338449429359,0.12245815777177038,0.08962868117797695,0.09358636220674396,0.40700169110780177,0.0001764726643842869,4899,2541,51.8677281077771
